Word,E,P,A
DEVIATION,4.9,4.7,4.94
DEVICE,5.79,3.42,5.95
DEVIL,3.11,5.4,3.84
DEVILED,3.37,4.24,4.25
DEVILISH,4.22,6.38,5.43
DEVIOUS,3.57,3.83,5.16
DEVISE,4.45,4.48,5.15
DEVOID,3.61,3.22,3.82
DEVOTE,5.53,4.05,7.05
DEVOTED,7.16,4.22,6.21
DEVOTION,6.0,4.73,6.3
DEVOUR,5.21,6.06,4.95
DEVOUT,4.48,4.13,5.89
DEW,4.79,3.04,5.67
DEXTERITY,6.35,3.26,6.08
DIABETES,2.74,4.04,3.11
DIABETIC,3.0,3.86,2.73
DIABOLICAL,3.23,5.32,3.3
DIAGNOSE,5.0,3.72,4.71
DIAGNOSIS,4.62,4.0,3.55
DIAGNOSTIC,4.81,4.57,4.33
DIAGONAL,5.17,3.29,5.13
DIAGRAM,5.47,3.71,6.13
DIAL,4.63,3.76,6.89
DIALECT,6.0,4.26,5.35
DIALOGUE,6.25,2.86,5.0
DIALYSIS,3.24,4.91,3.23
DIAMETER,4.76,4.04,5.28
DIAMOND,6.88,5.82,5.64
DIAPER,3.71,3.41,4.14
DIAPHRAGM,4.67,3.96,5.24
DIARRHEA,2.1,6.85,2.58
DIARY,6.0,3.73,6.86
DIB,5.0,3.05,6.0
DIBS,5.21,4.62,5.35
DICE,5.8,4.64,4.56
DICEY,4.24,4.7,4.29
DICK,3.06,5.6,3.44
DICKHEAD,2.6,5.26,3.5
DICTATE,4.4,3.24,4.96
DICTATION,4.26,2.94,4.47
DICTATOR,2.77,5.5,4.19
DICTATORSHIP,2.62,6.38,2.76
DICTION,4.85,3.73,6.05
DICTIONARY,6.05,2.91,5.88
DIDDLE,4.75,3.15,4.95
DIE,1.67,6.9,3.28
DIESEL,4.32,3.78,5.29
DIET,4.42,3.83,5.29
DIFFER,5.1,3.26,5.47
DIFFERENCE,4.89,3.15,5.44
DIFFERENT,5.91,3.95,6.47
DIFFERENTIAL,4.0,3.62,5.05
DIFFICULT,3.78,4.45,3.78
DIFFICULTY,2.57,4.21,4.64
DIFFUSE,5.04,3.86,4.75
DIG,5.28,3.67,4.67
DIGEST,4.74,2.9,4.92
DIGESTION,4.5,3.86,5.21
DIGESTIVE,5.0,4.0,4.71
DIGIT,4.84,3.05,4.35
DIGITAL,6.0,4.36,5.82
DIGNIFIED,6.55,3.48,6.25
DIGNIFY,5.68,4.24,5.78
DIGNITY,7.2,3.71,6.85
DIKE,4.22,4.85,4.92
DILATION,5.16,4.14,4.19
DILDO,4.57,5.09,5.48
DILEMMA,4.24,5.19,2.96
DILIGENCE,5.68,4.63,6.85
DILIGENT,6.14,4.33,7.05
DILL,5.85,3.25,5.76
DIM,3.37,3.55,4.83
DIME,5.58,3.52,5.32
DIMENSION,5.24,3.73,5.0
DIMENSIONAL,6.16,3.41,4.79
DIMINISH,4.05,3.87,5.05
DIMINUTIVE,4.42,3.5,4.62
DIMWIT,3.48,3.5,3.95
DINE,6.6,4.0,6.05
DINER,6.75,4.04,6.43
DINGHY,4.82,4.17,4.67
DINGO,5.65,4.25,4.8
DINGY,3.45,4.57,4.89
DINING,6.77,4.7,6.63
DINKY,4.1,3.67,4.19
DINNER,6.4,3.85,6.05
DINNERTIME,6.58,5.2,6.0
DINOSAUR,6.11,5.33,4.41
DIOCESE,5.05,4.0,4.54
DIOXIDE,4.58,3.95,4.71
DIP,5.42,3.35,5.2
DIPLOMA,6.32,5.25,6.82
DIPLOMACY,5.53,5.22,5.42
DIPLOMAT,4.65,3.65,5.67
DIPLOMATIC,5.9,4.45,5.62
DIPPER,5.39,3.36,5.7
DIPPY,4.26,4.32,5.26
DIPSTICK,4.09,3.52,3.8
DIRE,3.0,5.0,4.17
DIRECT,5.75,4.29,6.38
DIRECTION,5.45,3.33,6.18
DIRECTIVE,5.7,4.3,5.96
DIRECTOR,4.95,3.75,6.89
DIRECTORY,5.21,3.33,6.13
DIRT,4.5,3.44,4.7
DIRTY,3.17,5.05,5.05
DISABILITY,2.95,3.9,4.7
DISABLE,3.58,3.6,4.04
DISABLED,2.7,3.71,4.52
DISADVANTAGE,2.68,3.9,3.62
DISAGREE,2.84,4.9,5.45
DISAGREEABLE,3.29,4.26,4.48
DISAGREEMENT,2.86,3.91,5.11
DISAPPEAR,4.1,4.35,5.42
DISAPPEARANCE,3.75,4.95,3.91
DISAPPOINT,3.38,3.91,4.07
DISAPPOINTED,2.65,4.47,4.08
DISAPPOINTING,2.79,4.1,4.26
DISAPPOINTMENT,2.79,4.9,4.08
DISAPPROVAL,3.4,4.23,5.26
DISAPPROVE,3.55,3.81,5.21
DISARM,4.38,3.7,5.94
DISASTER,1.71,6.35,2.97
DISASTROUS,2.21,4.23,3.89
DISBAND,4.0,3.38,5.36
DISBELIEF,4.21,5.58,5.22
DISC,5.6,3.56,5.58
DISCARD,4.0,3.71,5.95
DISCERNING,4.95,4.26,4.94
DISCHARGE,3.4,4.94,4.0
DISCIPLE,4.67,3.52,4.32
DISCIPLINARY,3.6,4.56,4.58
DISCIPLINE,5.9,5.8,5.96
DISCIPLINED,6.15,4.4,5.72
DISCLOSE,4.0,4.45,5.89
DISCLOSURE,4.71,3.15,4.27
DISCO,5.76,5.25,5.24
DISCOLORATION,3.82,4.05,4.77
DISCOMFORT,2.84,4.43,3.55
DISCONCERTING,3.58,4.36,4.84
DISCONNECT,3.81,3.12,4.6
DISCONTENT,2.75,4.67,3.68
DISCONTINUE,3.94,3.89,4.41
DISCORD,3.58,5.43,4.12
DISCOUNT,5.78,4.62,5.86
DISCOURAGE,3.05,3.73,3.71
DISCOURAGED,3.18,3.38,3.5
DISCOURAGING,2.89,4.17,4.22
DISCOURSE,3.18,4.27,5.2
DISCOVER,7.18,5.7,6.79
DISCOVERY,6.81,6.04,6.25
DISCREDIT,3.14,4.05,4.29
DISCREET,5.05,3.4,6.45
DISCREPANCY,3.43,3.75,3.73
DISCRETION,5.4,3.57,5.88
DISCRETIONARY,5.53,3.0,5.11
DISCRIMINATE,3.18,4.05,5.05
DISCRIMINATING,2.33,4.78,3.95
DISCRIMINATION,2.45,5.62,4.57
DISCUSS,5.89,2.76,6.44
DISCUSSION,6.18,5.0,5.95
DISDAIN,3.71,3.21,4.21
DISDAINFUL,3.13,4.7,4.48
DISEASE,1.68,5.5,2.8
DISEASED,2.24,5.48,3.08
DISEMBODIED,3.73,5.5,4.17
DISENGAGE,4.05,3.95,5.4
DISGRACE,2.45,4.28,3.32
DISGRACEFUL,2.35,4.08,2.79
DISGRUNTLED,3.11,3.55,3.64
DISGUISE,4.81,4.36,4.76
DISGUST,3.32,5.0,4.84
DISGUSTED,2.68,4.89,4.24
DISGUSTING,2.27,6.15,4.79
DISH,5.7,3.57,5.5
DISHONEST,3.0,4.95,5.0
DISHONESTY,2.05,5.39,4.32
DISHONOR,2.37,4.82,3.79
DISHONORABLE,2.33,5.76,3.71
DISHWASHER,5.32,3.05,5.21
DISINFECT,5.11,4.0,5.64
DISINFECTANT,5.1,2.96,5.8
DISINTEGRATE,4.32,5.43,4.52
DISK,5.24,2.95,5.22
DISLIKE,3.25,4.27,5.81
DISLOYAL,2.27,5.14,3.28
DISLOYALTY,2.57,5.77,3.71
DISMAL,2.6,3.29,4.96
DISMANTLE,4.74,4.05,4.5
DISMAY,3.1,2.85,3.95
DISMISS,4.58,3.7,5.08
DISMISSAL,4.05,4.48,4.79
DISMISSIVE,3.4,2.67,4.46
DISMOUNT,5.05,3.59,6.11
DISOBEDIENCE,3.32,4.5,4.41
DISOBEY,3.19,5.35,4.33
DISORDER,3.76,4.9,4.19
DISORDERLY,2.95,4.85,4.05
DISORIENTATION,3.57,5.1,3.14
DISORIENTED,3.26,4.81,4.0
DISOWN,2.29,4.54,3.64
DISPARAGE,3.0,3.96,3.52
DISPATCH,4.9,3.55,5.32
DISPATCHER,4.59,3.86,4.95
DISPENSARY,5.05,4.14,5.08
DISPENSE,5.24,2.95,5.45
DISPENSER,5.26,4.18,5.48
DISPERSAL,4.91,4.43,5.16
DISPERSE,4.19,3.67,5.12
DISPLACE,2.89,3.8,4.65
DISPLACEMENT,3.68,3.86,4.85
DISPLAY,6.19,3.81,6.48
DISPLEASE,2.63,5.71,4.45
DISPLEASED,3.41,4.22,5.0
DISPLEASURE,2.52,4.81,4.08
DISPOSABLE,4.0,2.9,3.5
DISPOSAL,4.0,4.42,4.1
DISPOSE,4.0,5.53,4.92
DISPOSITION,4.81,4.16,5.61
DISPROVE,3.9,4.3,4.1
DISPUTE,2.52,4.55,4.14
DISQUALIFY,2.47,4.7,3.45
DISREGARD,4.52,3.5,4.88
DISRESPECT,2.81,5.35,3.95
DISRESPECTFUL,2.71,4.65,3.7
DISRUPT,3.48,4.87,4.62
DISRUPTION,3.32,5.48,3.9
DISRUPTIVE,3.2,6.1,4.92
DISSATISFIED,3.25,4.82,4.74
DISSECT,3.95,5.43,5.16
DISSECTION,3.11,4.32,4.91
DISSENT,4.8,4.0,3.84
DISSERTATION,4.3,3.71,5.56
DISSOCIATIVE,3.58,4.61,4.07
DISSOLVE,5.43,3.36,4.67
DISSUADE,4.11,3.35,4.96
DISTANCE,3.89,3.81,4.25
DISTANT,4.74,2.95,3.56
DISTASTEFUL,3.17,5.05,3.92
DISTILLED,5.16,3.11,4.68
DISTINCT,5.55,3.67,5.8
DISTINCTION,5.05,3.6,6.0
DISTINCTIVE,6.32,3.78,6.18
DISTINGUISH,5.26,3.87,5.43
DISTINGUISHED,6.62,4.4,5.86
DISTINGUISHING,5.37,5.7,6.0
DISTORT,3.38,3.62,4.7
DISTORTED,3.89,5.29,4.09
DISTORTION,3.5,4.43,3.86
DISTRACT,3.68,3.55,4.35
DISTRACTION,4.05,3.94,4.0
DISTRAUGHT,2.81,5.64,3.55
DISTRESS,3.25,4.0,3.9
DISTRESSED,3.38,6.28,4.16
DISTRESSING,3.58,5.52,4.5
DISTRIBUTE,5.05,3.72,4.82
DISTRIBUTION,5.5,3.45,5.21
DISTRIBUTOR,4.62,3.2,5.74
DISTRICT,4.9,3.0,4.62
DISTRUST,2.95,4.05,3.32
DISTURB,3.45,4.98,4.29
DISTURBANCE,2.68,5.19,3.3
DISTURBING,2.68,5.65,4.4
DITCH,3.2,3.81,5.42
DITTO,5.5,3.9,6.0
DITTY,5.38,3.68,5.05
DIVA,3.68,4.55,5.71
DIVE,5.81,3.79,5.75
DIVER,5.66,5.42,5.9
DIVERSE,6.0,3.64,6.17
DIVERSION,5.22,4.48,5.65
DIVERSIONARY,4.42,3.52,4.85
DIVERSITY,6.14,3.21,4.71
DIVERT,4.42,4.1,5.47
DIVIDE,4.78,4.62,4.91
DIVINE,7.15,3.05,5.96
DIVISION,4.42,3.57,5.48
DIVORCE,2.49,5.39,4.02
DIVORCEE,3.29,3.8,4.16
DIVULGE,4.79,5.43,5.04
DIVVY,4.81,3.27,5.77
DIZZINESS,3.36,4.95,4.25
DIZZY,3.14,4.67,3.55
DO,5.41,3.67,6.35
DOABLE,5.52,4.24,6.65
DOC,4.67,3.14,4.28
DOCILE,5.75,2.47,5.46
DOCK,5.05,3.44,5.88
DOCKET,4.53,3.3,4.87
DOCKING,5.2,3.74,5.71
DOCTOR,5.93,4.05,4.69
DOCTORATE,5.95,3.91,6.52
DOCTRINE,4.89,3.0,5.35
DOCUMENT,5.42,2.9,5.41
DOCUMENTARY,5.91,3.76,5.41
DOCUMENTATION,4.84,3.38,6.12
DOCUMENTS,5.35,3.73,6.33
DODGER,4.7,3.95,6.16
DODGY,4.79,4.55,4.62
DODO,3.91,4.0,4.95
DOER,5.63,4.38,6.96
DOG,7.0,5.43,5.73
DOGFACE,3.95,4.14,4.9
DOGGY,7.0,4.79,5.48
DOGHOUSE,5.1,2.68,4.72
DOJO,6.0,4.15,5.38
DOLE,4.95,4.4,4.82
DOLL,5.88,3.51,5.66
DOLLAR,7.39,5.57,5.07
DOLLHOUSE,5.6,3.55,6.0
DOLPHIN,6.67,3.0,5.67
DOMAIN,5.05,3.36,6.92
DOME,5.95,4.42,5.54
DOMESTIC,5.05,2.8,6.12
DOMESTICATED,5.82,3.67,5.59
DOMINANCE,5.19,5.5,4.59
DOMINANT,5.15,5.36,6.78
DOMINATE,4.4,6.4,5.54
DOMINATION,3.57,5.0,5.35
DOMINATRIX,4.32,5.65,3.96
DOMINION,4.62,4.67,4.96
DOMINO,5.0,3.46,4.75
DONATE,6.7,3.25,6.71
DONATION,7.0,4.0,6.73
DONKEY,6.29,2.9,5.12
DONOR,6.57,3.76,6.79
DOODLE,6.39,4.09,6.91
DOOM,3.0,6.17,2.42
DOOMSDAY,2.8,6.22,3.0
DOOR,5.43,3.19,6.1
DOORBELL,5.33,4.17,5.12
DOORKNOB,4.86,2.64,5.58
DOORMAN,5.45,3.35,5.67
DOORMAT,3.68,3.2,4.73
DOORNAIL,4.68,3.32,5.0
DOORSTEP,5.14,3.26,5.1
DOORWAY,5.68,3.65,5.58
DOPAMINE,4.64,4.58,4.38
DOPE,4.14,4.24,4.95
DOPEY,3.86,2.91,4.2
DORK,4.35,2.88,5.8
DORKY,5.12,4.5,5.0
DORM,5.16,4.29,5.13
DORMANT,4.85,3.0,5.11
DORMITORY,5.06,4.5,4.87
DORSAL,5.05,3.7,5.04
DOSAGE,4.57,4.0,5.79
DOSE,4.91,2.95,5.0
DOSSIER,4.84,3.72,5.38
DOT,4.84,3.09,5.17
DOTTED,4.86,3.33,5.4
DOTTY,5.16,3.55,4.8
DOUBLE,5.78,3.38,5.11
DOUBT,3.28,4.33,3.06
DOUBTFUL,3.86,4.55,4.23
DOUCHE,2.9,4.13,3.81
DOUGH,6.0,4.1,5.96
DOUGHBOY,4.84,4.0,5.05
DOUGHNUT,7.5,4.5,5.87
DOUSE,3.92,3.92,5.21
DOVE,6.9,3.27,6.14
DOWNER,3.47,3.13,4.05
DOWNFALL,3.2,4.5,3.64
DOWNFIELD,4.84,2.5,4.57
DOWNLOAD,6.0,3.6,6.26
DOWNRIVER,5.61,3.55,3.8
DOWNSIDE,3.55,4.63,4.29
DOWNTIME,5.8,3.06,6.14
DOWNWARD,4.0,4.05,3.96
DOWNY,5.77,3.11,5.52
DOWRY,4.7,3.11,5.17
DOZE,5.95,3.37,5.65
DOZEN,5.78,2.95,5.56
DR_PEPPER,6.9,4.48,5.95
DRAB,2.76,2.35,4.77
DRAFT,5.3,4.1,5.28
DRAFTY,4.3,3.73,4.89
DRAG,3.68,4.81,5.52
DRAGON,6.68,5.45,5.17
DRAGONFLY,6.45,3.86,5.41
DRAIN,3.8,2.94,5.17
DRAINAGE,3.89,3.52,4.65
DRAINPIPE,4.52,2.91,4.72
DRAKE,5.05,4.32,5.21
DRAMA,4.37,5.14,4.14
DRAMATIC,5.17,6.59,4.77
DRAPE,4.95,3.29,5.38
DRASTIC,4.63,5.2,4.92
DRAT,4.25,3.4,4.48
DRAUGHT,3.9,3.32,4.36
DRAW,6.18,3.6,6.37
DRAWBACK,4.38,3.08,4.35
DRAWBRIDGE,5.45,3.3,4.95
DRAWER,4.67,3.0,5.71
DREAD,3.0,4.5,3.62
DREADED,2.11,5.1,3.5
DREADFUL,2.6,4.5,3.38
DREAM,7.43,4.37,5.4
DREAMBOAT,7.47,4.27,5.91
DREAMER,7.45,4.4,6.53
DREAMLAND,7.0,3.95,5.31
DREAMY,7.52,4.9,6.28
DREARY,3.55,3.54,4.28
DREDGE,3.32,3.36,4.18
DRESS,6.42,4.73,6.64
DRESSER,5.28,2.58,4.96
DRESSMAKER,6.85,3.05,5.52
DRESSY,5.82,4.15,7.55
DRIBBLE,4.68,3.75,4.67
DRIFT,5.09,3.32,4.57
DRIFTER,4.95,4.32,5.48
DRIFTWOOD,5.53,3.1,4.96
DRILL,4.73,5.11,5.48
DRINK,6.67,5.19,5.87
DRINKER,3.72,5.32,3.96
DRIP,5.52,3.7,4.11
DRIVE,6.5,4.19,5.67
DRIVEL,4.29,4.65,4.4
DRIVER,6.39,3.15,5.56
DRIVEWAY,4.57,3.38,6.24
DRIZZLE,5.18,4.23,4.68
DROLL,5.09,3.41,5.25
DRONE,3.5,4.3,4.89
DROOL,3.28,2.7,4.35
DROOPY,4.0,3.18,4.42
DROP,4.23,4.67,4.82
DROPOUT,3.33,4.7,3.95
DROPPER,5.05,3.45,4.46
DROUGHT,2.79,3.55,2.95
DROWN,2.33,5.35,2.65
DROWSY,4.25,2.83,3.47
DRUG,4.11,4.48,3.67
DRUG_DEALING,2.81,4.7,3.71
DRUGGIST,3.89,4.0,3.88
DRUGS,3.86,5.78,4.32
DRUGSTORE,4.74,4.05,5.07
DRUM,6.05,4.67,5.65
DRUMMER,6.53,4.5,5.92
DRUNK,4.06,5.05,2.94
DRUNK_DRIVING,1.58,5.73,3.36
DRUNKARD,3.28,4.45,3.21
DRUNKEN,3.0,4.36,4.05
DRUNKENNESS,3.42,6.05,3.97
DRY,4.86,3.8,6.21
DRYER,5.21,2.43,4.57
DUAL,5.14,4.39,5.21
DUB,5.35,4.58,5.36
DUBIOUS,3.47,4.33,5.17
DUCHESS,6.15,3.92,4.45
DUCK,6.11,4.0,5.3
DUCKLING,7.18,3.92,5.83
DUCKY,6.6,3.81,5.6
DUCT,4.24,2.8,4.63
DUD,3.74,3.33,4.24
DUDE,5.91,3.81,5.59
DUE,4.94,4.38,3.72
DUEL,5.05,5.55,4.82
DUET,6.11,3.79,5.71
DUFFEL,4.9,3.5,5.83
DUGOUT,4.55,4.08,4.95
DUH,4.5,3.9,4.85
DUKE,4.8,4.21,5.41
DULL,3.4,1.67,4.71
DULLARD,4.68,3.58,4.65
DUMB,2.44,5.3,4.39
DUMBBELL,4.71,3.54,4.95
DUMMY,3.66,3.79,3.71
DUMP,3.73,3.67,4.5
DUMPLING,6.48,2.5,5.04
DUMPSTER,3.48,4.0,4.44
DUNCE,3.24,4.95,4.72
DUNE,5.35,2.76,5.15
DUNG,3.86,3.45,4.65
DUNGEON,3.52,5.13,3.68
DUNK,4.67,3.6,5.18
DUO,6.45,3.75,5.75
DUPE,4.0,3.73,3.86
DUPLEX,5.67,3.09,4.8
DUPLICATE,4.7,4.5,5.5
DURATION,5.43,3.3,4.81
DURESS,2.82,4.45,3.17
DUSK,5.63,3.52,5.27
DUSKY,4.95,4.55,4.58
DUST,3.72,3.45,4.56
DUSTER,5.26,2.85,5.75
DUSTPAN,4.67,2.86,5.36
DUSTY,3.95,4.1,4.7
DUTY,5.33,3.71,4.0
DWARF,4.71,3.43,3.84
DWEEB,4.17,3.86,4.68
DWELL,4.75,3.14,5.3
DWELLING,5.21,3.57,5.82
DYE,5.25,3.3,4.77
DYKE,3.8,3.67,3.67
DYNAMIC,6.1,5.43,5.52
DYNAMITE,4.79,6.4,4.65
DYNAMO,6.21,5.18,5.82
DYNASTY,5.16,4.45,5.45
DYSENTERY,3.0,3.75,3.05
DYSFUNCTION,3.18,4.9,3.16
DYSFUNCTIONAL,3.09,4.63,2.95
EAGER,6.37,5.78,6.46
EAGLE,6.47,4.57,5.09
EAR,5.86,3.5,6.74
EARFUL,4.27,4.19,4.73
EARL,5.15,3.64,5.76
EARN,7.0,4.35,6.75
EARNEST,5.9,3.81,6.67
EARNINGS,6.37,4.84,6.85
EARPIECE,5.04,3.86,5.95
EARRING,6.45,3.59,5.71
EARRINGS,5.32,4.22,5.71
EARTH,6.83,5.04,5.69
EARTHLING,5.53,3.09,4.61
EARTHLY,5.63,3.55,5.83
EARTHQUAKE,3.05,6.76,2.14
EARTHY,6.5,3.29,6.56
EASE,6.15,2.45,6.42
EAST,6.33,2.5,5.17
EASTBOUND,5.65,2.2,5.68
EASTERN,5.37,3.48,4.48
EASY,7.47,3.82,6.79
EASYGOING,7.03,3.2,6.76
EAT,7.1,4.38,7.26
EATER,4.95,4.23,5.87
EAVESDROP,4.05,4.33,5.2
EBONY,6.14,4.32,4.71
ECCENTRIC,5.37,5.19,6.1
ECHELON,5.55,3.17,4.43
ECHINACEA,4.8,3.73,5.42
ECHO,5.2,3.61,4.59
ECLECTIC,5.9,4.5,5.75
ECLIPSE,6.76,5.12,5.79
ECOLOGICAL,5.62,3.81,5.08
ECONOMIC,5.1,3.62,4.21
ECONOMICS,5.2,3.7,4.05
ECONOMY,3.64,5.32,4.16
ECOSYSTEM,6.5,3.71,4.41
ECSTASY,7.19,6.11,5.52
ECSTATIC,6.45,6.95,5.63
EDEMA,3.86,3.27,4.42
EDGE,4.43,4.65,4.31
EDGY,4.81,4.39,4.56
EDIBLE,6.68,5.15,6.45
EDIFICE,5.0,3.95,5.33
EDIT,4.95,4.1,6.64
EDITING,5.45,5.58,6.57
EDITION,5.3,3.79,4.81
EDITOR,5.43,4.09,5.9
EDITORIAL,5.18,2.9,5.77
EDUCATE,7.48,4.36,6.79
EDUCATION,6.58,4.64,6.82
EDUCATIONAL,6.6,4.52,5.68
EDUCATOR,6.58,3.5,6.11
EEL,4.14,4.79,4.86
EERIE,3.4,5.57,3.91
EFFECT,5.5,4.08,5.88
EFFECTIVE,6.95,3.95,7.2
EFFECTIVENESS,6.9,4.95,6.19
EFFICIENCY,6.74,3.74,6.79
EFFICIENT,6.95,3.86,6.67
EFFORT,6.47,4.12,6.64
EFFORTLESS,7.1,3.43,7.0
EGG,5.95,3.28,5.74
EGGHEAD,4.47,3.59,4.57
EGGNOG,6.0,4.27,5.26
EGGPLANT,5.55,3.14,5.77
EGGSHELL,5.2,3.17,4.33
EGO,4.38,4.17,6.05
EGOMANIAC,3.68,5.53,5.19
EGOTISTICAL,3.08,5.14,5.23
EIGHT,5.37,3.48,5.26
EIGHTEEN,5.72,3.83,5.71
EIGHTY,5.43,3.41,4.41
EJACULATE,6.0,6.15,5.83
EJACULATION,5.42,6.18,5.04
EJECT,3.95,4.42,5.18
EJECTION,3.5,4.29,3.62
EL_NINO,4.29,4.09,3.52
ELABORATE,6.38,4.23,6.05
ELASTIC,5.71,4.35,5.05
ELATED,6.56,5.14,6.86
ELBOW,5.38,3.2,6.02
ELDER,6.11,2.5,4.14
ELDERLY,4.63,2.73,4.91
ELECT,5.52,4.0,5.43
ELECTION,4.5,4.23,5.0
ELECTIVE,5.38,3.54,6.35
ELECTORAL,4.21,3.86,4.96
ELECTRIC,6.1,4.05,5.48
ELECTRIC_SLIDE,6.05,4.73,5.67
ELECTRICAL,5.57,6.0,4.97
ELECTRICIAN,5.21,3.19,5.73
ELECTRICITY,6.15,4.3,4.68
ELECTROCUTE,3.27,6.0,4.42
ELECTROCUTION,2.45,5.76,2.5
ELECTROMAGNETIC,5.1,5.22,4.86
ELECTRON,5.33,3.82,4.57
ELECTRONIC,6.52,3.64,5.41
ELECTRONICS,6.5,4.6,5.96
ELEGANCE,6.91,4.24,6.26
ELEGANT,7.0,4.43,5.95
ELEMENT,5.58,3.9,5.0
ELEMENTAL,5.19,4.35,4.77
ELEMENTARY,6.11,3.5,4.91
ELEPHANT,6.17,4.23,4.23
ELEVATE,6.42,4.65,5.67
ELEVATION,5.67,3.57,6.06
ELEVATOR,5.95,3.65,4.92
ELEVEN,5.0,3.05,5.2
ELF,6.1,4.3,5.43
ELICIT,4.14,5.27,4.4
ELIGIBLE,6.45,4.81,6.0
ELIMINATE,3.89,3.64,5.48
ELIMINATION,3.86,3.35,4.33
ELITE,5.71,5.9,5.34
ELITIST,4.5,4.57,5.74
ELIXIR,5.68,3.95,5.43
ELK,5.81,3.48,4.67
ELM,6.32,3.05,5.43
ELOPE,6.58,5.7,6.21
ELOQUENCE,6.76,3.91,6.46
ELOQUENT,7.16,4.61,6.37
ELUDE,4.62,4.0,5.05
ELUSIVE,4.3,4.5,4.73
EMAIL,6.0,4.5,6.11
EMANCIPATION,6.57,3.65,4.73
EMBANKMENT,5.0,3.62,5.43
EMBARGO,5.05,4.59,5.45
EMBARK,5.89,4.3,6.39
EMBARRASS,3.38,5.47,4.22
EMBARRASSED,3.51,5.38,3.67
EMBARRASSING,3.53,5.95,3.87
EMBARRASSMENT,2.72,5.45,2.92
EMBASSY,5.3,3.91,5.79
EMBATTLED,4.05,4.02,4.88
EMBEZZLEMENT,2.95,4.67,4.18
EMBEZZLER,3.05,5.24,3.79
EMBLEM,6.0,2.67,5.46
EMBODIMENT,5.72,3.78,4.91
EMBOLISM,2.14,4.17,4.05
EMBRACE,7.0,5.82,6.58
EMBROIDERY,6.53,2.85,6.05
EMBRYO,5.75,3.7,4.86
EMCEE,5.15,4.05,4.74
EMERALD,7.3,5.33,6.32
EMERGE,5.75,4.74,6.67
EMERGENCY,2.72,6.43,2.72
EMERY,4.74,3.59,5.6
EMINENCE,5.43,4.5,5.0
EMINENT,5.58,4.95,5.09
EMISSARY,4.76,3.39,5.56
EMISSION,4.1,3.67,4.68
EMIT,4.81,3.96,5.26
EMOTION,6.62,4.75,5.0
EMOTIONAL,5.11,5.32,4.5
EMPATHIZE,7.1,3.55,6.38
EMPATHY,7.29,3.62,5.9
EMPEROR,4.68,4.25,5.32
EMPHASIS,5.26,4.1,5.0
EMPHASIZE,5.75,4.21,6.43
EMPHYSEMA,2.47,4.25,4.3
EMPIRE,5.36,4.59,5.95
EMPIRICAL,4.67,4.14,5.3
EMPLOY,5.89,3.83,5.0
EMPLOYEE,5.29,4.65,4.81
EMPLOYER,5.3,4.06,3.3
EMPLOYMENT,6.0,5.02,5.36
EMPORIUM,5.25,4.17,6.05
EMPRESS,4.95,3.87,6.1
EMPTINESS,3.26,3.18,4.1
EMPTY,3.78,2.25,3.61
EMU,5.45,4.0,6.21
EMULATE,5.11,4.15,5.83
ENABLE,5.13,3.95,5.45
ENAMEL,5.42,3.79,5.31
ENCHANTED,7.16,5.27,6.0
ENCHANTING,6.8,5.56,5.5
ENCHANTMENT,6.8,5.29,5.22
ENCHANTRESS,5.82,4.1,5.68
ENCHILADA,6.63,4.39,5.82
ENCLOSURE,4.6,3.35,4.64
ENCORE,6.9,4.09,5.52
ENCOUNTER,5.16,4.67,5.3
ENCOURAGE,7.16,4.38,6.2
ENCOURAGEMENT,6.7,5.59,6.58
ENCOURAGING,6.89,4.23,6.87
ENCRYPTION,5.14,4.0,5.32
ENCYCLOPEDIA,6.14,5.0,6.48
END,4.73,3.95,4.41
END_TABLE,5.25,2.7,4.9
ENDANGER,2.67,4.72,3.95
ENDANGERMENT,3.0,4.84,3.84
ENDEARING,7.17,4.17,6.26
ENDEAVOR,6.42,4.19,5.75
ENDGAME,4.23,5.26,5.32
ENDING,4.23,4.19,4.59
ENDLESS,4.0,4.23,3.25
ENDORSE,5.2,3.17,6.45
ENDORSEMENT,6.05,3.76,5.92
ENDOWMENT,6.0,3.67,6.15
ENDURANCE,6.86,5.6,6.03
ENDURE,4.95,3.77,6.06
ENDURING,6.67,3.36,6.37
ENEMA,3.29,4.13,3.2
ENEMY,2.22,5.3,2.5
ENERGETIC,7.57,6.1,5.81
ENERGIZE,7.43,6.0,6.55
ENERGY,6.9,6.25,6.53
ENFORCE,5.32,5.3,5.49
ENFORCEMENT,4.67,4.48,4.0
ENFORCER,3.81,4.2,5.36
ENGAGE,6.6,5.28,6.42
ENGAGED,6.78,5.2,5.42
ENGAGEMENT,6.65,5.19,6.29
ENGINE,5.48,3.89,5.36
ENGINEER,5.79,4.22,6.53
ENGINEERING,6.0,3.14,5.61
ENGRAVING,6.17,3.05,5.44
ENHANCE,6.62,4.04,6.58
ENHANCEMENT,6.29,4.39,6.22
ENIGMA,5.35,4.65,5.18
ENJOY,7.67,5.0,7.28
ENJOYABLE,7.63,4.77,7.0
ENJOYMENT,8.37,5.48,6.56
ENLARGE,5.33,3.87,5.89
ENLARGEMENT,4.65,3.86,5.4
ENLIGHTEN,7.38,3.23,6.3
ENLIGHTENING,7.0,5.91,6.37
ENLIGHTENMENT,6.79,4.52,6.5
